日期,产气量(104m3/d),产水量/m3/d,井底流压/MPa,地层压力/MPa,
2014/11/6,127.3676901,11.99999998,70.98238594,74.96961505,3.98722911
2014/11/7,126.7522877,12.99999997,70.9832179,74.95456253,3.97134463
2014/11/8,126.6123872,11.99999998,70.81889359,74.93958481,4.12069122
2014/11/9,126.5143868,11.99999998,70.71646157,74.92462525,4.20816368
2014/11/10,126.549387,12.49999997,70.81162497,74.90967885,4.09805388
2014/11/11,127.4352904,12.39999997,70.21914303,74.89472976,4.67558673
2014/11/12,127.8251919,12.19999998,70.90729619,74.8796767,3.97238051
2014/11/13,127.8189919,11.99999998,70.83853292,74.86457873,4.02604581
2014/11/14,128.1465932,12.29999997,70.80334977,74.84948301,4.04613324
2014/11/15,128.1588932,12.49999997,70.77794422,74.83434983,4.05640561
2014/11/16,128.4830945,12.89999997,70.9398851,74.81921671,3.87933161
2014/11/17,128.4339943,11.99999998,70.7918954,74.80404654,4.01215114
2014/11/18,128.2305935,12.19999998,70.68636615,74.78888374,4.10251759
2014/11/19,128.2131934,12.99999997,70.77963083,74.77374667,3.99411584
2014/11/20,128.4995945,11.99999998,70.72338368,74.75861321,4.03522953
2014/11/21,129.4932984,10.99999998,70.47422817,74.7434472,4.26921903
2014/11/22,126.5881871,10.99999998,70.7286074,74.72816455,3.99955715
2014/11/23,126.6651874,11.49999998,70.73106027,74.71322893,3.98216866
2014/11/24,126.6377873,10.99999998,70.65881893,74.69828564,4.03946671
2014/11/25,127.4947906,11.79999998,70.7766827,74.6833471,3.9066644
2014/11/26,126.9458885,11.49999998,70.70013538,74.66830817,3.96817279
2014/11/27,127.079589,10.99999998,70.69326527,74.653336,3.96007073
2014/11/28,126.9723886,11.29999998,70.71840394,74.63834943,3.91994549
2014/11/29,126.9406885,10.99999998,70.69295408,74.62337711,3.93042303
2014/11/30,127.074189,11.19999998,70.69761599,74.60841005,3.91079406
2014/12/1,126.9443885,11.19999998,70.69803655,74.59342862,3.89539207
2014/12/2,127.0007887,10.99999998,70.68711159,74.57846412,3.89135253
2014/12/3,126.9028883,11.49999998,70.59147251,74.56349442,3.97202191
2014/12/4,126.8566881,11.29999998,70.62514562,74.54853784,3.92339222
2014/12/5,126.8409881,10.99999998,70.59037419,74.53358825,3.94321406
2014/12/6,126.7732878,11.29999998,70.5975965,74.51864202,3.92104552
2014/12/7,126.806088,10.99999998,70.57711767,74.50370532,3.92658765
2014/12/8,126.7223876,10.99999998,70.54952198,74.48876622,3.93924424
2014/12/9,126.813488,11.19999998,70.54027733,74.47383856,3.93356123
2014/12/10,126.8333881,11.29999998,70.53906413,74.45890157,3.91983744
2014/12/11,126.9828886,11.29999998,70.54016645,74.44396372,3.90379727
2014/12/12,128.361994,11.39999998,71.31888412,74.42900961,3.11012549
2014/12/13,128.0242927,11.09999998,71.12229561,74.41389333,3.29159772
2014/12/14,127.5306908,10.99999998,70.92872001,74.39881866,3.47009865
2014/12/15,127.3655901,11.29999998,70.79115161,74.38380408,3.59265247
2014/12/16,127.2369896,11.19999998,70.69978452,74.36881059,3.66902607
2014/12/17,127.4630905,11.49999998,70.72993046,74.35383388,3.62390342
2014/12/18,128.7928957,10.99999998,70.7864006,74.33883185,3.55243125
2014/12/19,126.4955867,11.49999998,70.60206534,74.3236736,3.72160826
2014/12/20,128.1221931,11.49999998,70.73947746,74.30878935,3.56931189
2014/12/21,128.6469951,10.99999998,70.73263855,74.29371369,3.56107514
2014/12/22,127.2151895,10.99999998,70.51439612,74.27857733,3.76418121
2014/12/23,127.4267904,11.19999998,70.53560614,74.26361227,3.72800613
2014/12/24,127.3871902,11.29999998,70.54022441,74.24862363,3.70839922
2014/12/25,128.1622932,11.39999998,70.60873397,74.23364119,3.62490722
2014/12/26,128.886996,11.49999998,70.65253406,74.21856839,3.56603433
2014/12/27,128.6521951,11.19999998,70.64285435,74.20341123,3.56055688
2014/12/28,128.5974949,11.29999998,70.62498452,74.18828344,3.56329892
2014/12/29,128.374494,10.99999998,70.56372196,74.17316367,3.60944171
2014/12/30,127.1054891,10.49999998,68.16039515,74.15807186,5.99767671
2014/12/31,127.8272919,10.99999998,70.45721075,74.14313191,3.68592116
2015/1/1,128.2614936,11.49999998,70.50836473,74.12810797,3.61974324
2015/1/2,127.8650921,10.99999998,70.42870926,74.11303411,3.68432485
2015/1/3,128.4992945,10.99999998,70.77354451,74.09800874,3.32446423
2015/1/4,128.0509928,11.49999998,70.6181177,74.08290978,3.46479208
2015/1/5,127.9972926,10.99999998,70.4917842,74.06786544,3.57608124
2015/1/6,128.1504932,11.29999998,70.526554,74.05282898,3.52627498
2015/1/7,128.0838929,10.99999998,70.49862673,74.03777591,3.53914918
2015/1/8,128.0697929,11.19999998,70.50201254,74.02273225,3.52071971
2015/1/9,127.8965922,11.39999998,70.37731388,74.00769178,3.6303779
2015/1/10,127.7976918,10.99999998,70.34969069,73.99267334,3.64298265
2015/1/11,127.7874918,11.49999998,70.39743566,73.97766812,3.58023246
2015/1/12,127.8293919,11.19999998,70.35674228,73.96266563,3.60592335
2015/1/13,127.4293904,11.09999998,70.29654264,73.94765969,3.65111705
2015/1/14,128.1376931,10.99999998,70.29235295,73.9327026,3.64034965
2015/1/15,128.5374947,10.49999998,70.2556409,73.91766324,3.66202234
2015/1/16,124.6802797,11.49999998,70.3255247,73.90257811,3.57705341
2015/1/17,124.0606773,10.99999998,70.49199025,73.88795069,3.39596044
2015/1/18,124.1457776,11.49999998,70.5276722,73.87339797,3.34572577
2015/1/19,124.0899774,10.99999998,70.44145074,73.85883663,3.41738589
2015/1/20,124.8587804,11.59999998,70.5158969,73.84428332,3.32838642
2015/1/21,124.7879801,11.19999998,70.4471912,73.82964055,3.38244935
2015/1/22,124.5706793,10.99999998,70.3937489,73.8150076,3.4212587
2015/1/23,124.5799793,11.39999998,70.40491749,73.80040178,3.39548429
2015/1/24,124.6417796,10.99999998,70.34643229,73.78579631,3.43936402
2015/1/25,124.75668,11.39999998,70.33397287,73.77118497,3.4372121
2015/1/26,124.6128794,11.09999998,70.27819359,73.7565615,3.47836791
2015/1/27,124.5633793,10.99999998,70.23493329,73.74195647,3.50702318
2015/1/28,124.8465804,10.99999998,70.23551885,73.72735873,3.49183988
2015/1/29,124.7823801,11.19999998,70.21469204,73.71272899,3.49803695
2015/1/30,124.7897801,10.99999998,70.02025843,73.69810827,3.67784984
2015/1/31,124.7773801,10.99999998,68.80569069,73.68348813,4.87779744
2015/2/1,124.1410776,11.49999998,70.14743323,73.66887089,3.52143766
2015/2/2,124.75818,10.99999998,70.15489322,73.65433024,3.49943702
2015/2/3,124.6112794,11.79999998,70.17561754,73.63971817,3.46410063
2015/2/4,124.3543784,11.19999998,70.09750848,73.62512488,3.5276164
2015/2/5,124.2864782,11.19999998,70.0817822,73.61056336,3.52878116
2015/2/6,124.3572785,10.99999998,70.05034221,73.59601129,3.54566908
2015/2/7,124.6019794,11.39999998,70.09008678,73.5814523,3.49136552
2015/2/8,124.3495784,11.09999998,70.03649899,73.56686588,3.53036689
2015/2/9,124.3963786,10.99999998,70.02167196,73.55231068,3.53063872
2015/2/10,124.3350784,10.99999998,70.00643123,73.5377514,3.53132017
2015/2/11,124.3724785,11.19999998,70.00391062,73.52320078,3.51929016
2015/2/12,124.2853782,9.99999998,69.90448627,73.50864719,3.60416092
2015/2/13,124.1803778,9.99999998,69.88580775,73.49410532,3.60829757
2015/2/14,124.0601773,9.99999998,69.86596104,73.47957726,3.61361622
2015/2/15,124.0286772,9.99999998,69.85297071,73.46506481,3.6120941
2015/2/16,123.9642769,9.99999998,69.83744036,73.45055751,3.61311715
2015/2/17,123.9395768,11.19999998,69.90761513,73.43605923,3.5284441
2015/2/18,123.9589769,10.59999998,69.84079944,73.42156529,3.58076585
2015/2/19,123.9536769,10.79999998,69.84541305,73.40707049,3.56165744
2015/2/20,123.8863766,10.49999998,69.79572521,73.39257775,3.59685254
2015/2/21,78.67920129,7.299999986,71.90671091,73.37809436,1.47138345
2015/2/22,77.47639662,7.699999985,71.95677693,73.36893983,1.4121629
2015/2/23,117.1295504,11.19999998,69.00324108,73.35992761,4.35668653
2015/2/24,124.498479,10.49999998,69.65291546,73.34624359,3.69332813
2015/2/25,124.5163791,9.99999998,69.61638308,73.33169265,3.71530957
2015/2/26,124.5807793,9.99999998,69.60028349,73.31714105,3.71685756
2015/2/27,124.5768793,9.99999998,69.57886973,73.3025833,3.72371357
2015/2/28,123.6760758,9.99999998,69.64625622,73.28802746,3.64177124
2015/3/1,124.7130798,9.99999998,69.53670715,73.27357915,3.736872
2015/3/2,124.75248,9.99999998,69.51867138,73.25901014,3.74033876
2015/3/3,125.0646812,10.59999998,69.56743425,73.24443794,3.67700369
2015/3/4,125.2963821,10.59999998,69.58545431,73.22983043,3.64437612
2015/3/5,125.2528819,10.39999998,69.54574242,73.2151971,3.66945468
2015/3/6,125.2532819,10.69999998,69.54755005,73.20057035,3.6530203
2015/3/7,125.2987821,10.49999998,69.52527621,73.18594502,3.66066881
2015/3/8,125.2015817,10.39999998,69.49953622,73.17131578,3.67177956
2015/3/9,125.2550819,10.79999998,69.52372201,73.15669945,3.63297744
2015/3/10,125.3501823,9.99999998,69.44946415,73.14207827,3.69261412
2015/3/11,125.4762828,9.99999998,69.43835442,73.12744737,3.68909295
2015/3/12,125.5619831,9.99999998,69.43454891,73.1128031,3.67825419
2015/3/13,125.5914832,9.99999998,69.42632269,73.0981502,3.67182751
2015/3/14,37.16674028,3.599999994,64.79352538,73.08349531,8.28996993
2015/3/15,1,1,67.35790895,73.08225461,5.72434566
2015/3/16,37.09884001,3.999999993,71.85217923,73.08225461,1.23007538
2015/3/17,57.14611777,5.69999999,72.44741368,73.07951254,0.63209886
2015/3/18,92.3219542,9.299999982,71.38734152,73.07290909,1.68556757
2015/3/19,101.6209903,9.699999981,71.20670499,73.06216919,1.8554642
2015/3/20,111.2679277,10.19999998,70.65619375,73.05033658,2.39414283
2015/3/21,122.8562726,10.59999998,70.07349823,73.03737064,2.96387241
2015/3/22,122.4716711,10.39999998,70.01809076,73.0230434,3.00495264
2015/3/23,123.7615761,9.99999998,69.87452513,73.00876279,3.13423766
2015/3/24,123.6336756,9.99999998,69.83300267,72.99433194,3.16132927
2015/3/25,123.6148756,9.99999998,69.82099625,72.97991755,3.1589213
2015/3/26,123.8610765,9.99999998,69.81891856,72.96550679,3.14658823
2015/3/27,123.6688758,9.499999981,69.77730069,72.95106853,3.17376784
2015/3/28,123.5924755,9.99999998,69.79815235,72.93665427,3.13850192
2015/3/29,123.6199756,9.499999981,69.74175647,72.92225041,3.18049394
2015/3/30,123.6182756,9.99999998,69.75789528,72.90784474,3.14994946
2015/3/31,123.7965763,9.99999998,69.75058985,72.89344069,3.14285084
2015/4/1,120.4748634,9.599999981,69.43499997,72.87901713,3.44401716
2015/4/2,119.9952615,9.499999981,69.37010847,72.86498509,3.49487662
2015/4/3,120.107862,9.89999998,69.38861873,72.85101072,3.46239199
2015/4/4,120.2521625,9.499999981,69.336443,72.83702447,3.50058147
2015/4/5,120.1999623,9.499999981,69.31135226,72.82302262,3.51167036
2015/4/6,120.2510625,9.99999998,69.3119529,72.80902825,3.49707535
2015/4/7,120.1849623,9.499999981,69.24670907,72.79502921,3.54832014
2015/4/8,120.2729626,8.999999982,69.1942393,72.78103928,3.58679998
2015/4/9,120.2429625,9.499999981,69.21937629,72.76704037,3.54766408
2015/4/10,120.2624626,8.999999982,69.17227216,72.75304632,3.58077416
2015/4/11,120.3416629,8.999999982,69.1465143,72.73905132,3.59253702
2015/4/12,120.3280628,8.999999982,69.13489762,72.72504838,3.59015076
2015/4/13,120.3312628,8.999999982,69.1245542,72.71104838,3.58649418
2015/4/14,120.3415629,9.499999981,69.14210872,72.69704935,3.55494063
2015/4/15,120.2926627,8.999999982,69.08986968,72.68305046,3.59318078
2015/4/16,118.5129558,8.999999982,69.00898411,72.66905865,3.66007454
2015/4/17,120.1344621,9.199999982,69.12468408,72.6552769,3.53059282
2015/4/18,120.5786638,9.499999981,69.06472425,72.64130631,3.57658206
2015/4/19,121.6223678,9.499999981,69.04891284,72.62728498,3.57837214
2015/4/20,120.0305617,8.999999982,68.72058058,72.61314264,3.89256206
2015/4/21,122.8678727,8.999999982,68.90737431,72.59918828,3.69181397
2015/4/22,122.8811727,8.999999982,68.86613158,72.58490268,3.7187711
2015/4/23,122.8803727,9.499999981,68.89204989,72.57061692,3.67856703
2015/4/24,122.8314725,8.999999982,68.83054473,72.55633267,3.72578794
2015/4/25,122.8265725,8.999999982,68.81959203,72.54205554,3.72246351
2015/4/26,122.9035728,8.999999982,68.8044587,72.5277804,3.7233217
2015/4/27,122.9818731,8.999999982,68.78943295,72.51349764,3.72406469
2015/4/28,125.8523843,9.299999982,69.01673936,72.4992071,3.48246774
2015/4/29,122.8807727,8.999999982,68.74982683,72.48458174,3.73475491
2015/4/30,122.938473,8.999999982,68.7331922,72.4703059,3.7371137
2015/5/1,122.951273,9.399999981,68.77391602,72.4560247,3.68210868
2015/5/2,122.5764715,8.999999982,68.73667396,72.44174341,3.70506945
2015/5/3,122.3639707,9.199999982,68.79809039,72.42750741,3.62941702
2015/5/4,124.0885774,8.999999982,69.60503582,72.41329769,2.80826187
2015/5/5,124.2268779,9.199999982,69.65117936,72.39888747,2.74770811
2015/5/6,124.0935774,8.999999982,69.74267746,72.38446249,2.64178503
2015/5/7,119.1340582,8.999999982,68.79056407,72.37005455,3.57949048
2015/5/8,122.5270714,8.999999982,69.06050498,72.35622846,3.29572348
2015/5/9,122.3698707,9.499999981,69.08513585,72.34200664,3.25687079
2015/5/10,122.4738711,8.999999982,69.15152331,72.32780461,3.1762813
2015/5/11,123.1521738,8.999999982,69.61636125,72.31359181,2.69723056
2015/5/12,122.3289706,9.299999982,69.11998388,72.29930105,3.17931717
2015/5/13,122.1340698,8.999999982,69.08287354,72.28510799,3.20223445
2015/5/14,122.1478699,8.999999982,69.05221728,72.27093912,3.21872184
2015/5/15,122.18167,9.199999982,69.06950386,72.25677003,3.18726617
2015/5/16,122.1417699,9.399999981,69.02836876,72.24259837,3.21422961
2015/5/17,122.0904697,8.999999982,68.98433426,72.22843276,3.2440985
2015/5/18,122.2115701,8.999999982,69.09950472,72.21427454,3.11476982
2015/5/19,122.8151725,9.399999981,69.53483173,72.20010355,2.66527182
2015/5/20,122.7419722,8.999999982,69.56335184,72.18586339,2.62251155
2015/5/21,121.911569,8.999999982,68.88590906,72.17163319,3.28572413
2015/5/22,122.7726723,8.999999982,68.96337818,72.15750144,3.19412326
2015/5/23,122.9804731,8.999999982,68.97957027,72.14327044,3.16370017
2015/5/24,123.0327733,8.999999982,68.98365023,72.12901657,3.14536634
2015/5/25,123.0028732,8.999999982,68.98131748,72.11475799,3.13344051
2015/5/26,122.9713731,8.999999982,68.97886056,72.10050431,3.12164375
2015/5/27,123.6150756,9.299999982,69.36767668,72.08625573,2.71857905
2015/5/28,123.9641769,8.999999982,69.50025267,72.07193336,2.57168069
2015/5/29,123.0688735,8.999999982,68.95476284,72.05757164,3.1028088
2015/5/30,122.9229729,9.399999981,68.8879883,72.0433159,3.1553276
2015/5/31,122.938473,8.999999982,68.84946249,72.02907861,3.17961612
2015/6/1,123.0081732,8.999999982,68.84433488,72.01484092,3.17050604
2015/6/2,122.9677731,9.199999982,68.80276754,72.00059649,3.19782895
2015/6/3,123.0032732,8.999999982,68.79110489,71.98635819,3.1952533
2015/6/4,122.957773,8.999999982,68.78755044,71.97211715,3.18456671
2015/6/5,122.9380729,9.499999981,68.81196049,71.95788283,3.14592234
2015/6/6,122.952473,8.999999982,68.73428603,71.94365222,3.20936619
2015/6/7,122.951273,9.499999981,68.77070313,71.92942133,3.1587182
2015/6/8,122.942973,8.999999982,68.73354377,71.91519199,3.18164822
2015/6/9,122.9027728,8.999999982,68.75154459,71.90096502,3.14942043
2015/6/10,122.8556726,9.199999982,68.7411855,71.88674415,3.14555865
2015/6/11,122.8005724,9.499999981,68.75901619,71.87253017,3.11351398
2015/6/12,122.8935728,9.299999982,68.7514754,71.85832403,3.10684863
2015/6/13,123.4013747,8.999999982,69.06528657,71.84410844,2.77882187
2015/6/14,123.1120736,8.999999982,68.70448844,71.82983505,3.12534661
2015/6/15,122.7176721,8.999999982,68.61023696,71.81559681,3.20535985
2015/6/16,122.6206717,8.999999982,68.54980341,71.80140595,3.25160254
2015/6/17,122.6427718,9.399999981,68.58073732,71.78722781,3.20649049
2015/6/18,122.6230717,9.199999982,68.56449918,71.77304848,3.2085493
2015/6/19,122.7429722,9.199999982,68.54211372,71.75887286,3.21675914
2015/6/20,123.2966743,8.999999982,68.47594775,71.74468465,3.2687369
2015/6/21,123.1953739,8.999999982,68.46798984,71.73043333,3.26244349
2015/6/22,123.2736743,9.199999982,68.47794135,71.71619523,3.23825388
2015/6/23,123.3062744,8.999999982,68.44499504,71.70194942,3.25695438
2015/6/24,123.2685742,9.299999982,68.46370128,71.68770122,3.22399994
2015/6/25,123.3307745,9.199999982,68.44014063,71.67345883,3.2333182
2015/6/26,123.4206748,9.399999981,68.41953667,71.65921061,3.23967394
2015/6/27,123.4461749,8.999999982,68.3714539,71.64495334,3.27349944
2015/6/28,123.3410745,9.199999982,68.38810198,71.63069451,3.24259253
2015/6/29,122.5044713,9.499999981,68.46116635,71.61644934,3.15528299
2015/6/30,122.3273706,8.999999982,68.3788889,71.60230298,3.22341408
2015/7/1,122.4679711,8.999999982,68.35812402,71.58817864,3.23005462
2015/7/2,123.0912735,8.999999982,68.40696595,71.57403932,3.16707337
2015/7/3,122.4852712,9.199999982,68.37401028,71.55982885,3.18581857
2015/7/4,122.3912708,8.999999982,68.33098901,71.54569032,3.21470131
2015/7/5,122.3464707,9.199999982,68.310332,71.53156412,3.22123212
2015/7/6,122.4028709,8.999999982,68.30016541,71.51744453,3.21727912
2015/7/7,122.4002709,8.999999982,68.27881001,71.50331977,3.22450976
2015/7/8,122.3732708,8.999999982,68.2661268,71.4891967,3.2230699
2015/7/9,122.3879708,9.199999982,68.27125349,71.47507817,3.20382468
2015/7/10,122.3667707,8.999999982,68.22331272,71.46095932,3.2376466
2015/7/11,122.4603711,8.999999982,68.22004468,71.44684433,3.22679965
2015/7/12,122.5809716,8.999999982,68.1977444,71.43271985,3.23497545
2015/7/13,122.5440714,8.999999982,68.17370674,71.41858275,3.24487601
2015/7/14,122.2116701,9.299999982,68.19083506,71.40445133,3.21361627
2015/7/15,122.1016697,8.999999982,68.14968779,71.39035995,3.24067216
2015/7/16,122.2316702,9.299999982,68.16072121,71.37628275,3.21556154
2015/7/17,122.2124701,8.999999982,68.1266529,71.36219182,3.23553892
2015/7/18,122.1643699,8.999999982,68.11232324,71.34810452,3.23578128
2015/7/19,121.654868,8.999999982,68.12554622,71.33402419,3.20847797
2015/7/20,122.686172,9.199999982,67.99845402,71.32000445,3.32155043
2015/7/21,122.7630723,8.999999982,67.96884853,71.30586628,3.33701775
2015/7/22,122.6738719,8.999999982,67.94069326,71.29172057,3.35102731
2015/7/23,122.6511718,8.999999982,67.94948776,71.27758662,3.32809886
2015/7/24,122.6083717,8.999999982,67.92491071,71.26345671,3.338546
2015/7/25,122.6528718,8.999999982,67.90731615,71.24933317,3.34201702
2015/7/26,122.6586719,8.999999982,67.89719513,71.23520587,3.33801074
2015/7/27,122.6348718,8.999999982,67.87417347,71.22107929,3.34690582
2015/7/28,122.5835716,9.099999982,67.86676702,71.20695687,3.34018985
2015/7/29,122.5817716,8.999999982,67.85936202,71.19284181,3.33347979
2015/7/30,122.5815716,8.999999982,67.84883552,71.17872835,3.32989283
2015/7/31,122.5453714,8.999999982,67.83535149,71.16461632,3.32926483
2015/8/1,122.5219713,9.199999982,67.8269508,71.15050988,3.32355908
2015/8/2,122.5863716,8.999999982,67.79632601,71.13640756,3.34008155
2015/8/3,122.6021716,9.299999982,67.80885961,71.12229916,3.31343955
2015/8/4,122.6284717,8.999999982,67.75732399,71.10819033,3.35086634
2015/8/5,122.5988716,9.199999982,67.74834961,71.09407985,3.34573024
2015/8/6,122.5991716,8.999999982,67.72328885,71.07997419,3.35668534
2015/8/7,110.1571234,8.199999984,68.22799575,71.06586991,2.83787416
2015/8/8,123.0158733,9.099999982,67.58353748,71.05320996,3.46967248
2015/8/9,123.0593734,8.999999982,67.5692515,71.03906001,3.46980851
2015/8/10,123.0550734,8.999999982,67.55833639,71.02490642,3.46657003
2015/8/11,123.0906735,9.299999982,67.56171288,71.01075474,3.44904186
2015/8/12,123.0164733,8.999999982,67.5341337,70.99660034,3.46246664
2015/8/13,122.9032728,8.999999982,67.50397094,70.98245595,3.47848501
2015/8/14,122.9703731,8.999999982,67.48818578,70.96832609,3.48014031
2015/8/15,122.9699731,8.999999982,67.47757804,70.95418985,3.47661181
2015/8/16,122.950473,8.999999982,67.4548837,70.94005508,3.48517138
2015/8/17,122.6487718,8.999999982,67.431002,70.92592397,3.49492197
2015/8/18,122.692872,8.999999982,67.40274343,70.91182922,3.50908579
2015/8/19,122.8021724,8.999999982,67.39021382,70.89773076,3.50751694
2015/8/20,122.8742727,8.999999982,67.38533227,70.88362104,3.49828877
2015/8/21,122.8469726,8.999999982,67.36201952,70.86950437,3.50748485
2015/8/22,122.8181725,8.999999982,67.34916579,70.85539228,3.50622649
2015/8/23,122.7989724,9.199999982,67.35159525,70.84128492,3.48968967
2015/8/24,122.8076724,8.999999982,67.31660159,70.82718118,3.51057959
2015/8/25,122.7781723,9.299999982,67.31491761,70.81307785,3.49816024
2015/8/26,122.7735723,9.299999982,67.30397665,70.79897933,3.49500268
2015/8/27,122.7624723,8.999999982,67.26013642,70.78488275,3.52474633
2015/8/28,122.6404718,8.999999982,67.22933944,70.77078885,3.54144941
2015/8/29,122.703972,8.999999982,67.22377579,70.75671048,3.53293469
2015/8/30,122.6739719,9.299999982,67.2326613,70.74262616,3.50996486
2015/8/31,122.6584719,8.999999982,67.18844151,70.72854671,3.5401052
2015/9/1,122.6197717,8.999999982,67.17480409,70.71447046,3.53966637
2015/9/2,122.6170717,9.199999982,67.1679889,70.70040008,3.53241118
2015/9/3,86.80853282,6.799999987,69.09030579,70.68633141,1.59602562
2015/9/4,84.64592443,6.999999987,69.06687635,70.67640592,1.60952957
2015/9/5,85.17082647,7.199999986,69.02800285,70.66673125,1.6387284
2015/9/6,80.80440953,6.499999988,69.23837144,70.65699654,1.4186251
2015/9/7,81.5708125,6.699999987,69.1342293,70.64776744,1.51353814
2015/9/8,82.1636148,6.999999987,69.13046545,70.63845031,1.50798486
2015/9/9,82.53791625,6.999999987,69.1265777,70.62906526,1.50248756
2015/9/10,82.51601617,6.999999987,68.9529362,70.61963756,1.66670136
2015/9/11,82.43961587,6.999999987,68.9169243,70.61021302,1.69328872
2015/9/12,7.947126945,1,66.26392719,70.60087962,4.33695243
2015/9/13,1,1,69.85876826,70.6000847,0.74131644
2015/9/14,1,1,69.77138083,70.6000847,0.82870387
2015/9/15,1,1,69.6839809,70.6000847,0.9161038
2015/9/16,1,1,69.6512027,70.6000847,0.948882
2015/9/17,1,1,69.60749569,70.6000847,0.99258901
2015/9/18,1,1,69.58564104,70.6000847,1.01444366
2015/9/19,1,1,69.56378564,70.6000847,1.03629906
2015/9/20,1,1,69.54192946,70.6000847,1.05815524
2015/9/21,1,1,69.54192946,70.6000847,1.05815524
2015/9/22,1,1,69.48728578,70.6000847,1.11279892
2015/9/23,1,1,69.50914382,70.6000847,1.09094088
2015/9/24,1,1,69.48728578,70.6000847,1.11279892
2015/9/25,76.71819368,8.199999984,67.39589152,70.6000847,3.20419318
2015/9/26,63.82324367,6.799999987,69.61200551,70.59142099,0.97941548
